9.64672,10.4305,10.9907,11.3644,9.71268,9.918,9.98582,10.1493,10.4437,10.8534,13.4028,13.0319,11.5794,10.7136,11.5155,12.0198,12.2558,11.9354,11.9877,11.1655,11.0857,9.06525,10.6232,9.68744,10.1082,10.4434,10.9204,11.291,11.2371,13.5895
9.64526,11.1056,11.2245,9.91521,11.3791,9.32617,9.64988,9.8788,10.1671,10.5395,11.6695,13.5013,13.3068,10.9722,11.5837,11.9984,12.2154,11.945,12.0404,11.3341,9.21303,11.2448,9.8235,10.9109,10.2334,10.5608,10.8396,11.2371,11.5441,13.7383
9.64444,11.5012,11.4133,10.547,9.76497,11.191,10.9856,10.9224,10.9955,11.1742,11.4385,12.453,13.5581,13.4361,11.743,12.039,12.1936,11.9377,12.0667,11.469,9.27474,9.95177,11.4396,10.3368,11.197,10.6654,10.9259,11.1476,11.4698,13.8891
9.6442,11.7845,11.5782,10.9144,9.74158,10.1281,9.10668,9.61171,9.96078,10.277,10.5852,10.9135,12.756,13.5891,13.6464,12.1722,12.229,11.9371,12.0622,11.552,9.30122,10.015,10.4248,11.6321,10.7256,11.436,10.9879,11.1924,11.3654,14.0058
9.64413,12.0059,11.7248,11.1831,9.72303,10.1406,10.2466,10.3676,10.5485,10.7522,10.9429,11.1313,11.3612,13.0538,13.6088,13.8959,12.3549,11.9866,12.0556,11.5846,9.96814,9.33885,10.4698,10.7717,11.7927,11.0144,11.6135,11.2191,11.3824,14.0961
9.6441,12.1876,11.8554,11.398,9.71286,10.1439,10.2679,9.0219,9.69564,10.1423,10.4604,10.6841,10.8831,11.1263,13.2373,13.6249,14.13,12.1234,12.0969,11.6054,10.3013,9.99185,9.36947,10.7926,11.0317,11.9152,11.2279,11.7438,11.3911,14.1752
9.64411,12.3416,11.9723,11.5772,9.70832,10.1446,10.2778,10.4304,9.0433,9.80393,10.2637,10.544,10.7245,10.8983,11.1311,13.3895,13.6403,14.2852,12.2262,11.671,10.5147,10.313,10.0074,9.38747,11.0341,11.231,12.0097,11.3933,11.847,14.2464
9.64412,12.4751,12.0773,11.7303,9.70655,10.1447,10.2821,10.4413,10.6749,9.15211,9.23558,9.94746,10.2999,10.517,10.7206,10.9781,13.5054,13.6556,14.4324,11.8231,10.7189,10.5196,10.3195,10.0152,9.39552,11.2237,11.3912,12.0884,11.53,14.3428
9.64412,12.5928,12.1726,11.8635,9.70597,10.1447,10.2838,10.4462,10.6857,10.9651,9.96921,9.32668,9.99407,10.3168,10.5217,10.7217,10.9782,13.6092,13.6707,14.5219,10.9772,10.7208,10.5219,10.3222,10.0181,9.39828,11.3802,11.5264,12.1585,14.4107
9.64412,12.6982,12.2595,11.9812,9.70581,10.1447,10.2844,10.4482,10.6905,10.9749,11.2408,10.4637,9.37382,10.0122,10.322,10.5228,10.7219,10.9782,13.7033,13.6855,14.5612,10.9779,10.7215,10.5228,10.3231,10.019,9.39904,11.5143,11.6446,14.5213
9.64412,12.7935,12.3396,12.0865,9.70574,10.1447,10.2846,10.4489,10.6924,10.9792,11.2487,11.4604,10.797,9.39212,10.0177,10.3232,10.5231,10.7219,10.9782,13.7892,13.7,14.5987,10.9781,10.7218,10.523,10.3234,10.0193,9.39919,11.6322,14.5866
9.64412,12.8805,12.4137,12.1819,9.70573,10.1447,10.2847,10.4492,10.6931,10.9809,11.2518,11.466,11.6216,11.0376,9.39762,10.019,10.3234,10.5231,10.7219,10.9782,13.8683,13.7142,14.6348,10.9782,10.7219,10.5231,10.3234,10.0193,9.39924,14.6398
9.64412,12.9606,12.4827,12.2689,9.70573,10.1447,10.2847,10.4492,10.6934,10.9815,11.253,11.4679,11.6258,11.7436,11.2252,9.39894,10.0193,10.3235,10.5231,10.7219,10.9782,13.9417,13.7282,14.6696,10.9782,10.7219,10.5231,10.3235,10.0193,14.6123
9.64412,13.0347,12.5472,12.3489,9.70573,10.1447,10.2847,10.4493,10.6935,10.9817,11.2534,11.4686,11.627,11.7471,11.8439,11.3806,9.3992,10.0193,10.3235,10.5231,10.7219,10.9782,14.01,13.742,14.7031,10.9782,10.7219,10.5231,10.3235,14.5374
9.64412,13.1037,12.6079,12.423,9.70573,10.1447,10.2847,10.4493,10.6935,10.9818,11.2536,11.4689,11.6273,11.748,11.8473,11.9321,11.5144,9.39924,10.0193,10.3235,10.5231,10.7219,10.9782,14.0739,13.7556,14.7356,10.9782,10.7219,10.5231,14.43
9.64412,13.1682,12.665,12.492,9.70573,10.1447,10.2847,10.4493,10.6935,10.9818,11.2536,11.4689,11.6273,11.7482,11.848,11.9354,12.0124,11.6322,9.39924,10.0193,10.3235,10.5231,10.7219,10.9782,14.134,13.769,14.7671,10.9782,10.7219,14.3413
9.64412,13.2288,12.7191,12.5565,9.70573,10.1447,10.2847,10.4493,10.6935,10.9818,11.2536,11.4689,11.6274,11.7482,11.8481,11.9361,12.0157,12.0865,11.7376,9.39924,10.0193,10.3235,10.5231,10.7219,10.9782,14.1907,13.7823,14.7976,10.9782,14.3218
9.64412,13.286,12.7704,12.6172,9.70573,10.1447,10.2847,10.4493,10.6935,10.9818,11.2536,11.4689,11.6274,11.7482,11.8481,11.9362,12.0163,12.0898,12.1555,11.8329,9.39924,10.0193,10.3235,10.5231,10.7219,10.9782,14.2444,13.7954,14.8272,14.3927
9.64412,13.34,12.8192,12.6743,9.70573,10.1447,10.2847,10.4493,10.6935,10.9818,11.2536,11.4689,11.6274,11.7482,11.8481,11.9362,12.0164,12.0905,12.1588,12.22,11.9199,9.39924,10.0193,10.3235,10.5231,10.7219,10.9782,14.2953,13.8083,15.3448
9.64412,13.416,13.9178,14.1907,14.1246,13.8942,13.6635,13.5848,13.6588,13.8248,14.0082,14.1602,14.2744,14.3656,14.4474,14.5266,14.6053,14.6841,14.7633,14.8433,14.9222,14.9714,14.9424,14.8659,14.7569,14.6668,14.6457,14.7151,15.2741,16.0227
